번호	상호	영업표지	대표자	등록번호	최초등록일	업종
1837	플러스옵틱(주)	으뜸플러스안경	최원호	20190550	2019.06.12	안경
1836	본푸드	본만두	김정천	20180785	2018.08.06	분식
1835	똘비족발	똘비왕족발	최선규	20240630	2024.05.03	한식
1834	덕후밥	덕후밥	금상록	20230712	2023.05.18	한식
1833	에코레비코스메틱(주)	에코레비	박진규	20231311	2023.09.08	이미용
1832	무인악세사리샵리셋본점	무인악세사리샵 리셋	김민구	20231358	2023.09.19	기타도소매
1831	(주)디아이	무튼	서여주, 김도일	20240632	2024.05.03	서양식
1830	삼시세끼꼬마김밥	삼시세끼 꼬마김밥	송윤정	20200351	2020.03.10	분식
1829	청춘컴퍼니	The 청춘키친	이진하,유영환	20201611	2020.11.27	분식
1828	케이피에스그룹	아빠는닭쟁이내막내딸떡볶이	이재활	20231351	2023.09.18	치킨
1827	커피플랜침산점	PLAN(플랜)	김지훈	20211639	2021.07.22	커피
1826	화레무	화레무	김종욱	20201268	2020.09.28	기타 외식
1825	(주)코스모월드	코스모한우국밥	한상우	20213879	2021.11.02	한식
1824	(주)코스모월드	코스모피자	한상우	20213872	2021.11.02	피자
1823	(주)코스모월드	코스모포차	한상우	20213873	2021.11.02	주점
1822	(주)코스모월드	코스모파스타	한상우	20213871	2021.11.02	서양식
1821	(주)코스모월드	코스모치킨	한상우	20213874	2021.11.02	치킨
1820	(주)코스모월드	코스모짬뽕	한상우	20213876	2021.11.02	중식
1819	(주)코스모월드	코스모쌀국수	한상우	20213881	2021.11.02	기타 외국식
1818	(주)코스모월드	코스모스터디카페	한상우	20213877	2021.11.02	기타 서비스
1817	(주)코스모월드	코스모밀키트	한상우	20213875	2021.11.02	기타도소매
1816	(주)코스모월드	코스모런드리	한상우	20213880	2021.11.02	세탁
1815	(주)코스모월드	카페코스모	한상우	20213878	2021.11.02	커피
1814	리프레쉬보울	리프레쉬보울(Refresh Bowl)	조성대	20240627	2024.05.02	기타 외식
1813	에스씨파트너스(주)	에스뷰테라	정시모	20161165	2016.11.10	이미용
1812	(주)더스윙커머스	더스윙커머스	최재호	20230089	2023.01.19	스포츠 관련
1811	(주)더스윙커머스	더스윙블랙	최재호	20220199	2022.03.11	스포츠 관련
1810	미창조(주)	리안	유상준	20080100743	2008.12.12	이미용
1809	(주)리라인	카페앤코(CAFE&Co)	이원희	20231642	2023.11.09	커피
1808	(주)피와이	진갈집	송국봉	20240443	2024.03.22	한식
1807	(주)덕구에프앤비	제주덕구	김경덕	20213486	2021.10.28	한식
1806	그녀의커피잔	그녀의 커피잔	김석현	20231848	2023.12.13	커피
1805	이가네명인갈비살	이가네명인갈비살	이종호	20231716	2023.11.23	한식
1804	(주)시선프랜차이즈	미디어포차 뉴트로2010	김대업	20212818	2021.10.18	주점
1803	(주)시선프랜차이즈	무지개맥주	김대업	20190909	2019.09.04	주점
1802	(주)시선프랜차이즈	동네포차주민	김대업	20150749	2015.08.07	주점
1801	(주)동원기업	개정	조원준	20090600074	2009.12.07	한식
1800	(주)아메리카요가	아메리카요가	윤종혁	20120100580	2012.10.29	스포츠 관련
1799	(주)잉글리시토이즈	잉글리시토이즈	CHONG TRAVIS CHIAN	20230073	2023.01.16	기타 서비스
1798	(주)신단올	불나는쭈꾸미	이정길	20215628	2021.11.18	한식
1797	(주)꼭그닭	꼭그닭치킨	노영승	20150775	2015.08.19	치킨
1796	(주)김광석신촌칼국수	김광석신촌칼국수	김광석	20240331	2024.02.29	한식
1795	(주)모아드림에프앤비	한국프로아구찜	이언석	20211737	2021.08.02	한식
1794	(주)모아드림에프앤비	하누김찌	이언석	20230102	2023.01.19	한식
1793	(주)아라에프엔비	요녀석	김윤경	20181091	2018.10.31	서양식
1792	(주)토니모리	토니모리	김승철	20100100580	2010.12.03	화장품
1791	(주)제이알에프앤로지스	종로김밥	김봉환	20090100037	2009.01.14	기타 외식
1790	우즈(주)	WOO'Z	우대권	20180123	2018.02.12	제과제빵
1789	에스엠코아퍼레이션(주)	미가오니기라즈	지소민	20220595	2022.06.28	기타 외식
1788	(주)모아드림에프앤비	청담낙곱새	이언석	20211165	2021.05.12	기타 외식
1787	(주)모아드림에프앤비	청담곱떡	이언석	20210454	2021.02.15	기타 외식
1786	(주)모아드림에프앤비	오름순돼국밥	이언석	20231111	2023.08.02	한식
1785	(주)모아드림에프앤비	밥에큐 치킨	이언석	20230869	2023.06.16	치킨
1784	(주)모아드림에프앤비	미쿡미트마켓	이언석	20212123	2021.09.08	기타도소매
1783	(주)모아드림에프앤비	명품숯불돼지갈비	이언석	20230840	2023.06.14	한식
1782	(주)모아드림에프앤비	마포냉면 숯불구이	이언석	20230891	2023.06.20	한식
1781	(주)모아드림에프앤비	돈츄	이언석	20230346	2023.03.03	한식
1780	운수돈	운수돈	박성훈	20231173	2023.08.17	한식
1779	공작소	핏자공작소	이주희	20240623	2024.05.02	피자
1778	난달라푸드테크놀로지	춘천100%순메밀막국수&냉면	안지현	20231737	2023.11.27	한식
1777	나투어뮤직학원	나투어뮤직	제정혜	20231856	2023.12.19	기타 교육
1776	(주)푸른아이웨어	푸른아이웨어	고재중	20150282	2015.03.25	기타도소매
1775	주감	주감	이영근	20240628	2024.05.02	주점
1774	(주)한스앤컴퍼니	한스델리	김세준	20080100446	2008.09.03	기타 외식
1773	(주)이만구	이만구교동짬뽕	라영갑	20150500	2015.06.16	중식
1772	(주)씨에이치제이	45초 커피	김찬현	20201213	2020.09.18	커피
1771	(주)보배정	보배쭈꾸미	정일승	20240316	2024.02.28	한식
1770	(주)청초수씨푸드	청초수물회&섭국	김진성	20120100555	2012.10.17	기타 외식
1769	(주)불땡푸드	불땡국수	이경목	20231216	2023.08.25	분식
1768	(주)값진사람들	육시리	김민수	20170216	2017.02.09	한식
1767	펫피아	펫피아	이재남	20240626	2024.05.02	반려동물 관련
1766	초나정갈비	초나정갈비	천아름	20240625	2024.05.02	한식
1765	(주)아라에프엔비	멕시칸요녀석	김윤경	20201841	2020.12.17	기타 외국식
1764	에스앤와이company	아이러브마라탕	김응세 ( JIN YINGSHI )	20230069	2023.01.13	중식
1763	컴퍼니맨(주)	요거트맨	배태진	20160742	2016.08.02	음료 (커피 외)
1762	(주)리코플레이트	한사리감자탕&뼈구이	이정욱	20220404	2022.05.11	한식
1761	(주)리코플레이트	칸단하이볼	이정욱	20240050	2024.01.08	주점
1760	(주)리코플레이트	청담이상	이정욱	20130100244	2013.03.27	주점
1759	바르다에프앤비	카페포코	김병관	20230606	2023.04.27	커피
1758	라움메이드(주)	나무새다이닝	김현택	20190648	2019.07.09	일식
1757	(주)남도푸드	거부기식당	이규종	20181081	2018.10.23	한식
1756	(주)남도푸드	남도연	이규종	20180522	2018.05.25	한식
1755	동교리순대국	동교리순대국	윤종혁	20240629	2024.05.02	한식
1754	부을주	부을주	이병호	20220502	2022.06.13	주점
1753	일구칠팔푸드	오색대왕빙수	성지현	20240618	2024.05.01	아이스크림/빙수
1752	유한회사국제뷰티발건강진흥원	BIO뷰티	성은희	20231823	2023.12.12	이미용
1751	유한회사국제뷰티발건강진흥원	BIO뷰티플러스	성은희	20231822	2023.12.12	이미용
1750	(주)정성앤푸드	정성숯불두마리치킨	김성관	20220135	2022.02.21	치킨
1749	(주)큐에이치	큐헤어(Q HAIR)	박소윤	20150940	2015.10.05	이미용
1748	(주)펠리아	펠리아 뷰티살롱	박소윤	20100300023	2010.05.18	이미용
1747	(주)티피	썰스데이파티(Thursday party)	배일범, 이인주	20220413	2022.05.12	주점
1746	(주)티피	버거앤파스타(Burger & Pasta)	배일범, 이인주	20220452	2022.05.25	기타 외식
1745	(주)스토리에프씨	파스타크래프트	안병대	20211438	2021.06.22	서양식
1744	(주)투빅컴퍼니	엄지척닭도리	이은상	20210357	2021.02.09	한식
1743	(주)앤씨에프앤비	곱창군 떡볶이양	강기태	20240442	2024.03.22	기타 외식
1742	(주)둘레	김둘레순대국	지봉국	20150606	2015.07.17	한식
1741	(주)프레솔	아빠곰탕	윤상용	20151193	2015.12.07	한식
1740	(주)에스지푸드	마리야	김원진	20200779	2020.06.24	분식
1739	(주)에이치디컴퍼니(HD)	이든편백찜	이정훈	20215373	2021.11.17	한식
1738	(주)에이치디컴퍼니(HD)	하프피자	이정훈	20215379	2021.11.17	피자
1737	(주)에이치디컴퍼니(HD)	한다솥	이정훈	20215381	2021.11.17	한식
1736	(주)에스지푸드	고로케하우스	김원진	20160927	2016.09.19	제과제빵
1735	(주)코다	코다차야	최고다	20130107	2013.08.09	한식
1734	(주)에이치더블	?걸?보이	박영희, 강재희	20240619	2024.05.01	주점
1733	(주)에이치더블	시장을 여는 사람들	박영희, 강재희	20201553	2020.11.18	주점
1732	(주)씨에이치제이	소메랑	김찬현	20151125	2015.11.16	기타 외식
1731	(주)오가다	오마이바디	최승윤	20213412	2021.10.27	기타 외식
1730	(주)그놈들컴퍼니	박스터지는두마리치킨	김종은	20211516	2021.07.06	치킨
1729	예뻐졌다	예뻐졌다	남지유	20240608	2024.04.30	이미용
1728	태크니끄	태크니끄	박현태	20240606	2024.04.30	이미용
1727	(주)밀화당	밀화당	조민재	20231003	2023.07.11	커피
1726	(주)빅매치	썰맨	이현희	20212858	2021.10.18	일식
1725	(주)파운더스유니온	정성식	이문현	20213866	2021.11.01	한식
1724	(주)조은사람들	대한민국 명장이 만든 명장국밥	남대현	20213193	2021.10.25	한식
1723	(주)마코푸드시스템	미스터빠삭	홍재성	20180804	2018.08.10	기타 외식
1722	(주)유달리코리아	유달리	강철주, 백승구	20171110	2017.09.21	기타 외식
1721	(주)코코브릿지	조커닭 (Jokerdark)	안정식	20180779	2018.08.03	치킨
1720	푸드텍(주)	투계더치킨	한동훈	20231408	2023.09.27	치킨
1719	(주)휴이엠컴퍼니	휴이엠헤어	김민회	20180888	2018.08.31	이미용
1718	(주)휴이엠컴퍼니	디아르떼휴이엠헤어	김민회	20180887	2018.08.31	이미용
1717	(주)휴이엠컴퍼니	로이드밤	김민회	20160174	2016.02.25	이미용
1716	(주)교연	진미면막국수	서동원	20140685	2014.07.31	분식
1715	(주)하이웨이브	고파(高波)	손주현	20230716	2023.05.15	일식
1714	새하마노	맵쪽갈비	유대희	20230540	2023.04.13	한식
1713	㈜일미리	개그맨 정용국의 용곱창	조기범	20230234	2023.02.15	한식
1712	에스에이㈜	유박사곱창	박성애	20231246	2023.08.29	한식
1711	(주)일미리	일미리금계찜닭	조기범	20130100434	2013.06.15	한식
1710	(주)조이에프앤비	남노갈비	조철재	20130100371	2013.05.16	한식
1709	고창면옥F&B	고창면옥	이건창	20211909	2021.08.20	한식
1708	(주)오늘연구소	오늘, 마켓	유재용	20214441	2021.11.09	기타도소매
1707	(주)오늘연구소	오늘,맥주한잔	유재용	20201116	2020.09.03	주점
1706	에프씨(FC)브릿지	레드플레이트	최명철	20213813	2021.11.02	분식
1705	(주)오늘연구소	오늘,와인한잔	유재용	20171051	2017.09.05	주점
1704	햇님푸드	햇님이네닭갈비	김영수	20215070	2021.11.16	한식
1703	(주)화합과전진	로컬김밥	김성훈, 심영근	20220291	2022.04.05	분식
1702	햇님푸드	통참치킨	김영수	20214745	2021.11.12	치킨
1701	(주)쇼플레이스	더레지아리조트	차성록	20210293	2021.02.01	숙박
1700	(주)쇼플레이스	비클래시(BE CLASSY)	차성록	20200013	2020.01.03	숙박
1699	(주)올앤컴퍼니	더 베이커스 가든(The Baker's Garden)	이권희	20201235	2020.09.22	제과제빵
1698	(주)올앤컴퍼니	올리앤(Ollien)	이권희	20130399	2013.11.15	서양식
1697	(주)길가옆에	길성이	윤기한	20080500027	2008.08.08	한식
1696	(주)길가옆에	길가옆에누룽지삼계탕	윤기한	20201732	2020.12.11	한식
1695	(주)이두부야	바닷물만난콩이:두부야	이윤환	20140870	2014.09.17	농수산물
1694	굣간	굣간	이창근	20240610	2024.04.30	주점
1693	(주)레드타이	에그서울	정승환	20240611	2024.04.30	제과제빵
1692	(주)정담앤제이	유부야	정현석	20215814	2021.11.18	일식
1691	(주)유니크굿컴퍼니	리얼월드	이은영,송인혁	20240613	2024.04.30	오락
1690	깔끄미계단	깔끄미계단	정선채	20140938	2014.10.02	기타 서비스
1689	오토앤(주)	에쓰-오일(S-OIL)슈퍼워시(SUPERWASH)	최찬욱	20171017	2017.08.25	자동차 관련
1688	오토앤(주)	지족스(G'ZOX)	최찬욱	20170365	2017.03.13	자동차 관련
1687	오토앤(주)	디테일링(detailing)	최찬욱	20150277	2015.03.23	자동차 관련
1686	오토앤(주)	오토앤(auto&)	최찬욱	20150297	2015.03.27	자동차 관련
1685	(주)지에프케이컴퍼니	쭈앤쭈	박대철	20211939	2021.08.23	한식
1684	더푸른별	별빛가든 김치찌개&김치찜	강태욱	20213928	2021.11.03	한식
1683	(주)크리니트	똑수리	오훈	20240615	2024.04.30	기타 서비스
1682	(주)초계	초계한우 소금구이	임헌준	20240075	2024.01.12	한식
1681	(주)초계	초계한우 다이닝	임헌준	20240076	2024.01.12	한식
1680	(주)초계	초계한우 갈비탕	임헌준	20240073	2024.01.12	한식
1679	(주)케이미트선왕	철판목장	김효석	20150105	2015.02.05	기타 외국식
1678	카페율하온	카페율하온	정란	20231348	2023.09.18	커피
1677	(주)무인화연구소	앤딩스터디카페	박소영	20221105	2022.10.18	기타 서비스
1676	츄로'sCoffee&Icecream	츄로's Coffee&Ice cream	장지호	20231894	2023.12.26	커피
1675	디에이치푸드(DHfood)	동애원신기한꽃게장	박경애	20220713	2022.07.26	기타도소매
1674	(주)이안경	E안경(이안경)	최문옥	20120400024	2012.06.13	안경
1673	(주)이츠케이	사고네연탄불고기	김인환	20231702	2023.11.22	한식
1672	(주)티핑트리	두마족의 시대	김정준	20214332	2021.11.08	한식
1671	에프씨(FC)브릿지	얼크니닭도리탕	최명철	20213418	2021.10.27	한식
1670	에프씨(FC)브릿지	1982만두LAB	최명철	20213814	2021.11.02	분식
1669	심리학자의미용실	심리학자의 미용실	최민	20220553	2022.06.20	이미용
1668	캠퍼캠핑(주)	캠퍼캠핑	김정득	20231260	2023.08.31	기타도소매
1667	(주)방역하는친구들	방역하는 친구들	정석범	20231679	2023.11.20	기타 서비스
1666	(주)로충칭마라탕	로충칭마라탕	채가은	20231046	2023.07.18	중식
1665	(주)포켓잭스	스머프매직포레스트	백운용, 이정헌	20213191	2021.10.25	기타 서비스
1664	아담하다	아담하다(A:DAMHADA)	박시은	20200531	2020.04.21	기타도소매
1663	골목뷰티	골목미장원	박찬국	20201178	2020.09.15	이미용
1662	(주)디케이조은(DKjoeun)	1989역전꼬마김밥	이동규	20210417	2021.02.17	분식
1661	㈜이노플레이스	마드모아젤	이훈표	20215475	2021.11.17	이미용
1660	(주)제이에스와이푸드	청기와타운	양지삼	20212782	2021.10.13	한식
1659	(주)사리원	사리원	김래현	20161104	2016.10.27	기타 외식
1658	타코파파컴퍼니	타코파파	남재민	20210688	2021.03.11	일식
1657	팜스코리아	팜스코리아	박신애	20240603	2024.04.29	이미용
1656	바르다에프앤비	덮빔밥	김병관	20240101	2024.01.17	한식
1655	㈜포즈	팔각정	정회창, 김영주	20230609	2023.04.28	분식
1654	(주)제이앤케이파트너스컴퍼니	일점가	전동현	20213757	2021.11.02	한식
1653	(주)제이앤케이파트너스컴퍼니	쁘띠포레	전동현	20213702	2021.11.01	기타 외식
1652	드림에프에스	꿀복이 꽈배기	주순만	20211315	2021.06.04	제과제빵
1651	(주)국제케이닥터바디	케이닥터바디시스템	김성길	20120100032	2012.01.17	스포츠 관련
1650	봄빛베스트	봄빛베스트	임미희	20200502	2020.04.10	인력 파견
1649	눈을담다(눈담)	눈을담다	성재환	20231439	2023.10.05	아이스크림/빙수
1648	스톤크릭	스톤크릭	윤태원	20240605	2024.04.29	커피
1647	명백집	명백집	유명환	20231844	2023.12.13	한식
1646	㈜신조에프앤에스	스시신조	정운영	20220111	2022.02.09	일식
1645	(주)디이노	아이벨르팜므(I Belle Femme)	김진수	20140099	2014.02.04	이미용
1644	(주)디이노	아이벨르	김진수	20130086	2013.07.31	이미용
1643	(주)디이노	쟈끄데상쥬	김진수	20120100519	2012.09.27	이미용
1642	(주)징몽	경몽루	이경진	20212716	2021.10.14	기타 외국식
1641	(주)미래글로벌코리아	라짜이	송국	20200039	2020.01.07	중식
1640	(주)미래글로벌코리아	샤오바오우육면	송국	20211235	2021.05.25	중식
1639	(주)카뷰	카뷰	김영배	20230692	2023.05.16	자동차 관련
1638	(주)더이레쇼뇨	쇼뇨 몬테소리	이채숙	20211591	2021.07.19	기타 교육
1637	(주)에이엠젯코리아	워시팡팡 올인원	나경진	20231884	2023.12.18	세탁
1636	(주)플러스82(PLUS82Co.,Ltd.)	PLUS 82(플러스 82)	유종현	20220226	2022.03.21	커피
1635	(주)유러즈	유러즈	요효명	20231882	2023.12.20	커피
1634	(주)더에프앤디	더요리에반하다	김종민	20215809	2021.11.18	기타 외식
1633	농업회사법인(주)신교령푸드	신교령사골순대국	신교령	20200072	2020.01.13	한식
1632	(주)엑스엑스	엑스엑스 커피메이커	이성현	20220933	2022.09.08	커피
1631	(주)다온에프앤비	오투닭갈비&부대찌개	홍석구	20150407	2015.05.20	한식
1630	(주)더랩스코리아	랩스	양희재	20191121	2019.10.29	스포츠 관련
1629	(주)별네트웍스	별주막	서형원	20181280	2018.12.10	주점
1628	㈜푸드비	한식밥상	원동연	20220322	2022.04.20	한식
1627	(주)한창이앤피	황금소	김현숙	20140972	2014.10.10	기타 외식
1626	(주)이찌방이야기	이찌방이야기	박창우	20190903	2019.09.02	주점
1625	(주)프롬하츠	프롬하츠(FROM HEARTS)	남재현	20171163	2017.10.13	커피
1624	심플리스틱스튜디오	소탁 플러스	진준영	20213227	2021.10.25	종합소매점
1623	(주)식도락연구소	우짱베기	고승일	20231160	2023.08.14	한식
1622	(주)하프타임	하프타임	한경표	20090300023	2009.05.12	편의점
1621	닭발먹은새우직영본점	닭발먹은새우	전경숙	20170590	2017.05.12	한식
1620	갓몽	몽두마리치킨	유지현	20212908	2021.10.20	치킨
1619	문진옥숯불바베큐치킨	문진옥 숯불바베큐치킨	최미숙	20200026	2020.01.06	치킨
1618	(주)에이알피그룹	대림국수	김종호, 함재승, 홍기호	20211282	2021.06.01	분식
1617	(주)라치나타코리아	라치나타	박혜정, 채창호	20181351	2018.12.21	기타도소매
1616	대백호짬뽕	대백호짬뽕	이선미	20212887	2021.10.20	중식
1615	옹기닥	옹기닥	강인원	20212051	2021.09.06	한식
1614	(주)돈그라미	갈매기타운	김동희,남지혜	20221132	2022.10.27	한식
1613	펫그램	펫그램	조창현	20191170	2019.11.12	기타도소매
1612	(주)에이알피에프엔비	79파운야드(79 FOUNYARD)	김종호, 함재승, 홍기호	20201332	2020.10.08	제과제빵
1611	짬뽕고(GO)	짬뽕GO	양윤서	20240596	2024.04.25	중식
1610	(주)로스트인	로스트인홍콩	남택호	20213919	2021.10.28	중식
1609	윤현파트너스(주)	안경창고킹싸군	백진성	20160510	2016.06.01	기타도소매
1608	윤현파트너스(주)	바라보다	백진성	20130100136	2013.02.27	기타도소매
1607	윤현파트너스(주)	아이패밀리	백진성	20130100134	2013.02.27	기타도소매
1606	윤현파트너스(주)	오늘의안경	백진성	20230807	2023.06.07	기타도소매
1605	고고스빨간오뎅	고고뎅빨간어묵	전영희	20231839	2023.12.15	분식
1604	(주)푸드감동을주다	쉐프밀(chefmeal)	허준,황인호	20120100109	2012.03.21	한식
1603	(주)파리미키코리아	웨이브안경원	타테노히로아키, 김승현	20110100354	2011.08.22	안경
1602	(주)코리아엔에스	오비베어(OB BEAR)	김현석	20201115	2020.09.03	주점
1601	(주)유민에프앤씨	남문떡볶이	유영민	20171261	2017.11.01	분식
1600	나만의짐	나만의 짐(GYM)	홍수빈	20230550	2023.04.14	임대
1599	모두의F&B	모두의곱창	정병주	20220552	2022.06.20	기타 외식
1598	(주)일일양에프엔비	일일양	이한나	20210216	2021.01.26	한식
1597	(주)시원한여자들	빙동댕	문애리	20240199	2024.02.06	아이스크림/빙수
1596	(주)신승반점	신승반점	왕애주	20220115	2022.02.10	중식
1595	배터리몬스터	배터리몬스터	정유정	20211339	2021.06.08	자동차 관련
1594	㈜정담에프앤에스	수북국밥	박미은	20212868	2021.10.19	한식
1593	㈜미트코리아	부도난남자	이호혁	20215514	2021.11.17	한식
1592	㈜미트코리아	청춘불판	이호혁	20210824	2021.03.23	한식
1591	㈜미트코리아	별막창	이호혁	20215512	2021.11.17	한식
1590	(주)커피집단	카페소프트	정선후	20211491	2021.07.02	커피
1589	(주)와이스타브	와이스타브 다이어트	김수아, 김재평	20240112	2024.01.18	서양식
1588	(주)그릭박스	그릭박스	전상재	20220782	2022.08.05	커피
1587	착한탕후루	착한탕후루	조상희	20231767	2023.12.01	기타 외식
1586	(주)스타몽마켓	스타몽마켓	정환희	20231278	2023.09.04	기타도소매
1585	산막이뻥튀기	오꼬리 두루두루	노진식	20212343	2021.10.01	한식
1584	(주)엠알힐링	미스터힐링	김상규	20151197	2015.12.08	기타 서비스
1583	㈜체리데일리	데일리포토프로	남향임	20240482	2024.03.29	기타 서비스
1582	(주)씨엠치킨	충만치킨	박재홍	20140594	2014.07.17	치킨
1581	(주)탕비비탕후루	탕비비탕후루	김용선	20213603	2021.11.01	기타 외식
1580	(주)삼송비엔씨(BNC)	삼송빵집	박성욱	20211367	2021.06.14	제과제빵
1579	만돈창업컨설팅	킹스족발	유장권	20214644	2021.11.11	기타 외식
1578	만돈창업컨설팅	저팔돼지	유장권	20214640	2021.11.11	기타 외식
1577	만돈창업컨설팅	원더돈까스	유장권	20214641	2021.11.11	기타 외식
1576	만돈창업컨설팅	오메가참치	유장권	20214642	2021.11.11	기타 외식
1575	만돈창업컨설팅	미온세덮밥	유장권	20214643	2021.11.11	기타 외식
1574	만돈창업컨설팅	활어명수	유장권	20214646	2021.11.11	기타 외식
1573	만돈창업컨설팅	왕표곱창	유장권	20214645	2021.11.11	기타 외식
1572	만돈창업컨설팅	무궁한꼬치피었습니다	유장권	20214816	2021.11.15	주점
1571	만돈창업컨설팅	닭수리5파이브	유장권	20214815	2021.11.15	기타 외식
1570	만돈창업컨설팅	효자동청와짬뽕	유장권	20214820	2021.11.15	중식
1569	만돈창업컨설팅	팔도냉면	유장권	20214818	2021.11.15	기타 외식
1568	만돈창업컨설팅	써니문치킨	유장권	20214817	2021.11.15	치킨
1567	만돈창업컨설팅	비어포스1	유장권	20214819	2021.11.15	주점
1566	만돈창업컨설팅	일타갈비삼계탕	유장권	20214823	2021.11.15	한식
1565	만돈창업컨설팅	미쓰미떡볶이	유장권	20214821	2021.11.15	분식
1564	카페316	카페316	임준희	20231214	2023.08.25	커피
1563	탐나코리아	탐나는피자	조용현, 김응규	20231205	2023.08.23	피자
1562	맷셰프	삼삼초밥	한정희	20230242	2023.02.15	일식
1561	맷셰프	덮라대왕	한정희	20215574	2021.11.17	기타 외식
1560	맷셰프	어부네꽃게&순살게장비빔밥	한정희	20210753	2021.03.17	기타 외식
1559	1인칭피자시점사업본사	1인칭피자시점	배성훈	20231361	2023.09.19	피자
1558	산막이뻥튀기	오꼬리	노진식	20211849	2021.08.13	한식
1557	명작에프앤비(주)	고기명작	인재학	20211026	2021.04.13	한식
1556	(주)한빈에프앤비	화춘가든	고한빈	20240027	2024.01.04	한식
1555	(주)하삼동	하삼동커피	한지혜, 박성준	20201203	2020.09.17	커피
1554	(주)아카데미창	아카데미창	강병혁	20150600	2015.07.16	기타 교육
1553	(주)모찌모찌브레드	모찌모찌브레드	최수민	20180858	2018.08.24	제과제빵
1552	에이에이쥐.유(AAG.U)	All After Glow	조휴민	20220787	2022.08.08	이미용
1551	(주)닥터수	닥터수	문혜옥	20141061	2014.10.31	이미용
1550	뱅피크컴퍼니	vinpeak	박경태	20221305	2022.11.30	기타도소매
1549	더면코리아	기술면집 백밀원	박형배	20214923	2021.11.15	한식
1548	(주)그집푸드	고집센그집갈비탕	이재영	20170818	2017.07.13	한식
1547	(주)해골에프앤비	해골피자(HAEGOAL PIZZA)	이훈주	20220639	2022.07.07	피자
1546	198K컴퍼니	큐피큐피	김민정	20230377	2023.03.09	의류 / 패션
1545	눈꽃푸드	진주댁 SINCE1994	박정호	20230770	2023.06.01	기타 외식
1544	낭만참치	낭만참치	정성훈	20240590	2024.04.24	일식
1543	시엔헤어샵	시엔헤어	박미정	20240589	2024.04.24	이미용
1542	이도	포토인더박스	박혜정, 황도규, 황선자	20221070	2022.10.11	기타 서비스
1541	(주)강푸드	강순자옛맛김치찌개	이근수	20161169	2016.12.02	한식
1540	(주)지에프코리아	이거예's 요거야	이운구	20210088	2021.01.15	한식
1539	(주)지에프코리아	어천궁 돌솥매운탕	이운구	20210773	2021.03.19	한식
1538	(주)지에프코리아	쑤뱅이토종백숙	이운구	20210774	2021.03.19	한식
1537	(주)지에프코리아	새참만두버거	이운구	20210703	2021.03.12	기타 외식
1536	(주)지에프코리아	라께	이운구	20210680	2021.03.11	한식
1535	(주)지에프코리아	옹치킨	이운구	20161115	2016.12.01	치킨
1534	(주)지에프코리아	토고리 옛날막창	이운구	20160683	2016.07.22	한식
1533	더(The)바른식당	더바른식당	김진태	20240582	2024.04.23	한식
1532	(주)아정푸드시스템	추오정	강용석	20110100532	2011.11.07	기타 외식
1531	(주)아토에프앤비	88국제시장	안병진	20240583	2024.04.23	일식
1530	농업회사법인(주)태영에프앤씨	화산 포갈비	김태영	20221286	2022.11.28	한식
1529	(주)우신에프앤비	직접구운족발	이성진	20210971	2021.04.02	한식
1528	(주)루쏘소에프앤에프	루쏘소	송인찬	20080100517	2008.09.24	기타 서비스
1527	(주)리맥스코리아	리맥스	신희성	20140051	2014.01.10	부동산 중개
1526	브이피컴퍼니	황소알곱창	김태훈	20201454	2020.11.04	기타 외식
1525	(주)스타푸드빌리지	세종이도	이주원	20215666	2021.11.18	한식
1524	(주)네오포유	펫실장	이용현	20231880	2023.12.18	반려동물 관련
1523	(주)지아이티아카데미	그린컴퓨터아트학원	김상곤	20090100363	2009.08.05	기타 교육
1522	(주)삼공삼	삼평식당	김한솔	20220495	2022.06.10	한식
1521	샐러리아안산본점	샐러리아 SALARIA	최성진	20220147	2022.02.23	커피
1520	(주)노른자팩토리	누룩꽃 피는날	장성희	20120400043	2012.10.22	한식
1519	(주)박앤코파트너스	아트몬스터	박재우	20190376	2019.04.19	주점
1518	씨앤하우스(주)	계짱치킨	김행운	20231896	2023.12.26	치킨
1517	(주)웜브로(WARMBROCo.)	포토스트리트 warm&cool	황석환	20221116	2022.10.21	기타 서비스
1516	(주)웜브로(WARMBROCo.)	포토스트리트	황석환	20220839	2022.08.17	기타 서비스
1515	야끼니꾸요우	야끼니꾸요우	손지형	20231644	2023.11.09	주점
1514	문천산업	버드소리	황병윤	20180931	2018.09.10	기타도소매
1513	(주)종로맥가	종로맥가	안주환	20150722	2015.08.06	기타 외식
1512	내조국국밥(주)	조선푸줏간	박영호, 김권열	20215667	2021.11.18	한식
1511	내조국국밥(주)	조선밥상	박영호, 김권열	20215665	2021.11.18	한식
1510	내조국국밥(주)	조선맥주	박영호, 김권열	20215663	2021.11.18	주점
1509	내조국국밥(주)	조선다방	박영호,김권열	20210754	2021.03.17	커피
1508	(주)자담인	자담인	정용호	20210006	2020.12.30	기타도소매
1507	신통큰아구	통큰아구찜	이은경	20211392	2021.06.16	한식
1506	(주)아이다온	아사삭	최정훈	20210241	2021.01.28	기타도소매
1505	(주)한국미용전문그룹유미코리아	유미코리아뷰티	김지백	20200153	2020.01.31	이미용
1504	(주)위드맘케어	위드맘케어	김자영	20171452	2017.12.08	인력 파견
1503	(주)일도르주	필러스	이지윤	20213080	2021.10.20	스포츠 관련
