번호	상호	영업표지	대표자	등록번호	최초등록일	업종
12437	국민부대찌개법원점	국민부대찌개	김성환	20200609	2020.05.18	한식
12436	(주)하루에프앤비	하루엔소쿠	한덕희	20160451	2016.05.16	일식
12435	명성F&B	명성가	박태우	20211634	2021.07.22	한식
12434	(주)홍락	미래회관	이승훈	20230139	2023.01.30	한식
12433	아사에프앤비(주)	아사(ASA)커피랩	김영진	20241640	2024.12.06	커피
12432	(주)컴퍼스에프앤비	하마네아구찜	오진형	20230686	2023.05.15	한식
12431	(주)휘게팔레트	휘게팔레트	고경민	20240578	2024.04.23	이미용
12430	동양찻집	동양찻집	이정옥	20250052	2025.01.10	음료 (커피 외)
12429	오리엔탈에프엔비(주)	술속의밤	신민기	20213290	2021.10.26	주점
12428	오리엔탈에프엔비(주)	치킨갱스터	신민기	20213094	2021.10.22	치킨
12427	(주)잇사이트	뭉텅	방강현,방강민	20230294	2023.02.21	한식
12426	SSF&C	언양닭칼국수	고영민	20191312	2019.12.06	한식
12425	(주)브루클린브리즈	잇츠베이글	정경혜	20231324	2023.09.12	기타 외식
12424	(주)필드키친	1992덮밥&짜글이	강규원	20210513	2021.02.24	한식
12423	(주)육대장	육대장	이경현	20120100694	2012.12.12	기타 외식
12422	(주)데이앤데이	데이앤데이(day&day)	백철민	20150691	2015.07.29	편의점
12421	갱상도달리부대볶음	갱상도달리부대볶음	변은지	20250058	2025.01.10	한식
12420	대한스포츠클라이밍협회	몽키즈클라이밍	구재성	20250051	2025.01.10	스포츠 관련
12419	(주)이안코	이안코	조용재	20241533	2024.11.11	커피
12418	기똥찬구이집	기똥찬구이집	곽동찬	20250054	2025.01.10	한식
12417	(주)브랜잇	타코잇(TACOEAT)	민세진	20250049	2025.01.10	기타 외국식
12416	빅대디에프앤비(F&B)	빅대디 포장마차	이기룡	20250057	2025.01.10	치킨
12415	(주)구들	만두팡팡	고영봉	20250056	2025.01.10	중식
12414	(주)모뉴먼트파트너스	스모야 SUMOYA	박병욱	20250050	2025.01.10	일식
12413	한세에프앤비	다코기	최현해	20200938	2020.07.28	치킨
12412	(주)홈스푸드	비비당	최성식	20211361	2021.06.11	한식
12411	신사우코리아	신사우 물갈비	신영호	20220997	2022.09.27	한식
12410	남동풍(주)	마을카페남동풍	임승호	20250055	2025.01.10	커피
12409	(유)에스와이에스	피자의 생명은 치즈다	임연수	20213172	2021.10.25	피자
12408	㈜만재푸드	산더미미성돼지국밥	송민재	20241027	2024.07.26	한식
12407	사나래유통	SNS무인분식	정은숙	20212357	2021.10.05	편의점
12406	(주)제로백	제로백피트니스(ZEROBACK FITNESS)	정영진	20240349	2024.03.07	스포츠 관련
12405	이수페	이수페	허정희	20214274	2021.11.08	커피
12404	(주)행복한상상에프앤비	고기굽는방앗간	이미숙	20212202	2021.09.16	한식
12403	(주)슬리밍고그룹	카페드슬리밍고	엄태호	20221205	2022.11.14	기타 서비스
12402	오티씨(OTC)	오티씨 커피	정범석	20241410	2024.10.18	커피
12401	국밥오야봉가맹본부	국밥오야봉	김태민	20221347	2022.12.08	한식
12400	(주)한솔에프앤비	부강진성민속촌	한상철	20240206	2024.02.07	한식
12399	(주)오공일	대한면국	변혁주	20241316	2024.09.25	한식
12398	(주)새모양에프앤비	달빛에 구운 고등어	이전무	20200808	2020.07.02	한식
12397	제이씨푸드(주)	추풍정	정선모 추우영	20191336	2019.12.11	한식
12396	미림숯불갈비(호계점)	미림 숯불갈비	한성우	20240293	2024.02.23	한식
12395	(주)연우디자인	맨날국수	김기영	20200332	2020.03.06	한식
12394	(주)피프티세븐	한찜두찜 돼지김치찜	이옥철	20241423	2024.10.23	한식
12393	(주)헤이키컴퍼니	헤이키 커피	노우성	20214193	2021.11.05	커피
12392	(주)채선당	채선당 면가	김익수	20240506	2024.04.03	한식
12391	주식화사반려동물	털로 덮인 친구들	김지연	20240060	2024.01.10	반려동물 관련
12390	(주)맛잡은손	편백회관	우지형	20231332	2023.09.15	한식
12389	포식코리아	포식(PHO食)	김봉준	20201260	2020.09.25	기타 외국식
12388	(주)맥스교육	패스트랙키즈(FasTracKids)	신난향	20130100011	2013.01.30	기타 교육
12387	(주)맥스교육	에프티케이잉글리쉬(FTK English)	신난향	20110100378	2011.08.24	교육 (외국어)
12386	(주)홈즈앤루팡	폴인포케	서해원	20214453	2021.11.09	기타 외식
12385	(주)채선당	Freshsal	김익수	20230488	2023.04.03	기타 외식
12384	(주)채선당	범퍼커피(BUMPER COFFEE)	김익수	20212351	2021.10.01	커피
12383	(주)채선당	채선당밀키트24	김익수	20211958	2021.08.26	기타 외식
12382	(주)채선당	채선당도시락&샐러드	김익수	20200017	2020.01.03	기타 외식
12381	(주)채선당	채선당키친	김익수	20200849	2020.07.09	기타 외식
12380	(주)채선당	행복가마솥밥&알솥밥	김익수	20170703	2017.06.16	한식
12379	(주)채선당	샤브보트	김익수	20160771	2016.08.06	한식
12378	(주)채선당	채선당	김익수	20080100111	2008.08.02	한식
12377	(주)초심에프앤씨	하암박까스Land	변인배	20211139	2021.05.11	일식
12376	(주)초심에프앤씨	카페암브레	변인배	20214184	2021.11.05	커피
12375	(주)초심에프앤씨	도쿄라멘	변인배	20171376	2017.11.27	일식
12374	(주)르무이더포레	르무이헤어룸	양희주	20220744	2022.07.28	이미용
12373	(주)동네친구	홈워크	강덕형	20210043	2021.01.11	기타 서비스
12372	(주)기영에프앤비	떡볶이 참 잘하는 집, 떡참	강인규	20201348	2020.10.13	분식
12371	(주)기영에프앤비	기영이숯불두마리치킨	강인규	20213267	2021.10.25	치킨
12370	(주)기영에프앤비	두찜	강인규	20160858	2016.08.22	한식
12369	(주)노랑푸드	노랑통닭	이관형	20130176	2013.09.02	치킨
12368	(주)드라이빙존운전면허	드라이빙존운전면허	이영은	20210455	2021.02.19	기타 교육
12367	(주)앤츠커뮤니케이션	달콤서준	조남용	20212943	2021.10.20	기타도소매
12366	그레잇피플컴퍼니	와요커피	임민우, 김슬기	20241720	2024.12.23	커피
12365	(주)천운컴퍼니	서울도넛츠	김도연, 조민준	20201196	2020.09.17	기타 외식
12364	닭발홍	닭발홍	윤홍섭	20250042	2025.01.09	한식
12363	헬스케어온유(주)	약석원	이연정	20250048	2025.01.09	기타도소매
12362	(주)유엑스플러스포레스트	포레스트	김정윤	20250041	2025.01.09	반려동물 관련
12361	(주)피자이노베이션	피자먹다	김철민	20212439	2021.10.06	피자
12360	(주)짬뽕상회	짬뽕상회	정연재	20130394	2013.11.15	기타 외식
12359	엘에이도그&브리또	엘에이도그	장일동	20240422	2024.03.14	패스트푸드
12358	(주)씨앤비	백소정	여지운, 김진영	20211853	2021.08.17	일식
12357	(주)올데이프레쉬	샤브올데이	전진형	20230261	2023.02.16	한식
12356	웜브로	스냅파이	황석환	20250044	2025.01.09	기타 서비스
12355	(주)대교뉴이프	대교 뉴이프 데이케어센터	강호준	20212336	2021.09.30	기타 서비스
12354	(주)에센슈얼코리아	토니앤가이에센슈얼	김대두	20241606	2024.11.29	이미용
12353	(주)토니앤가이코리아	토니앤가이	김대두	20241605	2024.11.29	이미용
12352	(주)맘스터치앤컴퍼니	맘스피자(MOM'S PIZZA)	김동전	20230769	2023.06.01	패스트푸드
12351	(주)맘스터치앤컴퍼니	맘스터치 피자앤치킨	김동전	20220528	2022.06.15	패스트푸드
12350	(주)맘스터치앤컴퍼니	맘스터치	김동전	20080100157	2008.08.02	패스트푸드
12349	(주)더헌터	떡볶이사냥	구영일	20214387	2021.11.08	분식
12348	(주)멘부리	멘부리	김지완	20214483	2021.11.09	일식
12347	알라보(주)	알라보(allavo)	박정훈	20230401	2023.03.15	서양식
12346	(주)티아이코스모스	마장동골목집	김건우	20250045	2025.01.09	기타 외식
12345	맥주라운지	맥주라운지	윤정환	20250039	2025.01.09	주점
12344	엄청난족발	엄청난족발	오재호	20250043	2025.01.09	한식
12343	제주알찜	제주알찜	백정현	20250040	2025.01.09	한식
12342	덤벨푸드	덤벨푸드	김영우	20250046	2025.01.09	기타 외국식
12341	(주)태그린	잇샐러드	송제혁	20201561	2020.11.18	서양식
12340	(주)태그린	샤이바나	송제혁	20160414	2016.05.03	서양식
12339	(주)당나발에프엔씨	당나발포차	구경모	20240956	2024.07.10	주점
12338	(주)최고에프앤비	꽃새담	최진욱	20250047	2025.01.09	한식
12337	(주)재리스	재리스 토스트&츄러스	방정현	20231705	2023.11.22	기타 외국식
12336	슈퍼브커피랩	슈퍼브커피로스터스	김종엽	20220352	2022.04.28	커피
12335	제이케이컴퍼니	잇빠잇토핑	김윤영	20210441	2021.02.22	피자
12334	제이케이컴퍼니	치킨슈퍼	김윤영	20210983	2021.04.08	치킨
12333	제이케이컴퍼니	족발슈퍼	김윤영	20190982	2019.09.24	기타 외식
12332	제이케이컴퍼니	닭발슈퍼	김윤영	20211807	2021.08.10	기타 외식
12331	루트873	모던한식당	김유성	20210068	2021.01.15	한식
12330	구들짱황소곱창삼겹살	구들짱황소곱창	장충훈, 이옥자	20240247	2024.02.13	한식
12329	닥치고푸드	닥치고 푸드	백경신	20201870	2020.12.23	분식
12328	닥치고곱창	닥치고곱창	김신정	20180174	2018.02.23	한식
12327	똘이장군	똘이장군돼지부속	조영주	20231816	2023.12.08	한식
12326	차이나는중식당	차이나는중식당	김가연	20231279	2023.09.04	중식
12325	더램	더램(THE램)	김진영	20150261	2015.03.19	기타 외국식
12324	(주)투쿨포스쿨	투쿨포스쿨(too cool for school)	심진호	20100100229	2010.05.17	화장품
12323	풍미진해장국광탄직영점	풍미진해장국	이인모	20230329	2023.03.02	한식
12322	아빠꼬꼬집	아빠꼬꼬집	전영주	20230422	2023.03.17	치킨
12321	신미마라탕	신미 마라탕	박수월	20220658	2022.07.13	중식
12320	(주)안정컴퍼니	바음식당	정주환	20210696	2021.03.11	기타 외식
12319	(주)별빛과선인장	포시즌키친	김태진	20220453	2022.05.25	서양식
12318	(주)자연가득	삼육오 족발찜닭	오상희	20140104	2014.02.05	한식
12317	맥반BBQ	맥반BBQ	신선진	20230405	2023.03.15	치킨
12316	지엘라온(주)	뚜띠쿠치나	김상목	20150131	2015.02.10	기타 외식
12315	털업왁싱	털업왁싱	한여름	20212227	2021.09.23	이미용
12314	인생푸드	팔도우리땅김치찜	장규승	20230723	2023.05.22	한식
12313	연리희재	연리희재	류형곤	20230672	2023.05.12	제과제빵
12312	인생푸드	미스터아구왕	장규승	20230176	2023.02.02	기타 외식
12311	프로메사	프로메사	이현미	20214735	2021.11.12	기타 외식
12310	(주)티엘에프앤씨	노가리&BEER	임민우	20161067	2016.10.14	기타 외식
12309	(주)스무하루에프엔비	한라냉면	조대희	20230771	2023.06.01	한식
12308	(주)마이아이덴티티	우리함께	노원주	20180032	2018.01.16	기타 서비스
12307	(주)정직한푸줏간	정직한 푸줏간 육화몽	정봉이	20170526	2017.04.19	기타 외식
12306	(주)청담시스템	청담호두	이성근	20230039	2023.01.09	커피
12305	카페알앤비(CafeR&B스타샌드)	카페알앤비(CAFE R&B)	고설	20211733	2021.08.02	커피
12304	(주)새로	조개정석	신경진	20230943	2023.06.28	한식
12303	(주)케이에듀코칭	K-디베이트 & K-리딩학원	이운학	20230941	2023.06.28	교육 (교과)
12302	마린	풍문고기	손동민	20214159	2021.11.05	한식
12301	웨인스홀딩스(주)	웨인스베이글스(Wayne’s Bagels)	김형준	20212413	2021.10.07	제과제빵
12300	(주)한길에스디	현죽	황진형	20080200089	2021.10.07	농수산물
12299	(주)유일연구소	국뽕떡볶이	김현	20210353	2021.02.08	분식
12298	(주)세기에프앤에스	화신바베큐치킨	권태진	20221315	2022.12.01	치킨
12297	(주)더맛나	더맛나	황설환	20212901	2021.10.20	농수산물
12296	족보잇는국밥밀면	족보잇는국밥	한래현	20201917	2020.12.23	한식
12295	두부품은육개장	두부품은육개장	박은주	20200512	2020.04.13	한식
12294	성공하는사람들	바른분식 도림국수	이용원	20212923	2021.10.20	분식
12293	(주)참쉬운푸드솔루션	오마이갓도리	유종진	20211701	2021.07.22	한식
12292	(주)글로벌푸드홀딩스	포 시애틀	김미리	20215781	2021.11.18	기타 외국식
12291	(주)최배달	최배달 떡순튀	최석원	20191149	2019.11.06	분식
12290	(주)최배달	엠버스커피(Embers coffee)	최석원	20212837	2021.10.19	커피
12289	㈜향원	카페마틸다	LI XIAOYAN	20220208	2022.03.16	커피
12288	㈜크로스오버코리아	빙고디저트카페	홍종철	20231357	2023.09.19	제과제빵
12287	(주)대명코리아	짬뽕타운	서정훈	20200581	2020.05.08	중식
12286	(주)에스앤비	소백양	김미란	20211484	2021.07.02	기타 외국식
12285	(주)달인컴퍼니	회식의달인	임준상, 윤서봉	20231675	2023.11.16	한식
12284	혜안에프앤비	혜안에프앤비	오연택	20250035	2025.01.08	기타도소매
12283	혼밥셔틀	혼밥셔틀	박종수	20250036	2025.01.08	한식
12282	(주)올에프엔비	무청감자탕	방경석	20214600	2021.11.10	한식
12281	달화채	달화채	염상숙	20250033	2025.01.08	기타 외식
12280	(주)올에프엔비	족발야시장	방경석	20160773	2016.08.08	기타 외식
12279	정호식당	정호식당	박현준	20250032	2025.01.08	한식
12278	고고핑GOGOPING	고고핑GOGO PING	이승환	20250031	2025.01.08	스포츠 관련
12277	빔모빌리티코리아유한책임회사	빔(beam)	앨런줄리안쟝	20214459	2021.11.09	운송
12276	(주)웰빙을만드는사람들	뽕뜨락피자	김철운	20090100509	2009.11.05	피자
12275	(주)평화푸드	평화연남	양영태	20230729	2023.05.23	한식
12274	밀크로지에프앤비	이지브루잉커피	정일남	20250030	2025.01.08	커피
12273	무인닷컴(주)	당구야 놀자	선장덕	20241690	2024.12.18	스포츠 관련
12272	부대옥(중동점)	부대옥	임성식	20231377	2023.09.22	한식
12271	한국에이치비(주)	원조강뚝꼬치구이	PIAO MEIYING	20241586	2024.11.28	중식
12270	빠바기꼬마김밥&유부초밥	빠바기 꼬마김밥&유부초밥	양지현	20250034	2025.01.08	분식
12269	(주)원시	카멜리아문	문희	20250028	2025.01.08	기타도소매
12268	부스트릿세종본점	부스트릿(BOOSTREET)	방영빈	20250029	2025.01.08	커피
12267	극동에프앤디(주)	꼬꼬잭	김상헌, 박준성	20241421	2024.10.23	치킨
12266	(주)팀웍앤비	감골해장국	이승현	20250027	2025.01.08	한식
12265	(주)팀웍앤비	황태장인	이승현	20250026	2025.01.08	한식
12264	(주)용철	용철이떡갈비	박갑철	20220998	2022.09.27	한식
12263	(주)웰푸드컴퍼니	고기반곱창	홍승희	20250038	2025.01.08	한식
12262	(주)지앤디	무극	손재환	20250037	2025.01.08	안경
12261	오빠곱창1990에프앤비	오빠곱창	이영길	20241183	2024.08.27	한식
12260	벅스리아푸드시스템	벅스리아	김은비	20150466	2015.06.05	패스트푸드
12259	오덴전주신시가지점	사루 오뎅	이대광,강민철,하은호	20240928	2024.07.03	일식
12258	(주)존슨푸드코리아	스뎅식당	김광열	20250053	2025.01.08	한식
12257	제이에스(js)푸드	원래는 치킨집을 할려고 했었다	서준석	20190838	2019.08.16	분식
12256	비프다이닝온도	BEEF DINING ONDO	김민섭	20215655	2021.11.18	한식
12255	(주)포즈	달토끼의 떡볶이 흡입구역	정회창, 김영주	20190861	2019.08.21	분식
12254	샤브플란트	샤브플란트	오준석	20250025	2025.01.08	한식
12253	(주)플랜에이컴퍼니	오늘앤바디	안익선	20240157	2024.01.29	이미용
12252	(주)플랜에이컴퍼니	골든네일	안익선	20090100445	2009.09.17	이미용
12251	(주)플랜에이컴퍼니	더맑은스킨	안익선	20160816	2016.08.17	이미용
12250	(주)한빛	무궁화반점	장혁진, 안준수	20212002	2021.08.31	중식
12249	요거피플	요거 피플	권동욱	20241359	2024.10.10	커피
12248	마슬랜	마슬랜	이제현	20110500042	2011.10.04	치킨
12247	(주)이미지네트웍스플러스	포토시그니처	이성호	20212763	2021.10.15	기타 서비스
12246	(주)디세븐(D7Co.,Ltd.)	욱이네국밥	황진욱	20241089	2024.08.07	한식
12245	(주)디세븐(D7Co.,Ltd.)	욱이국밥	황진욱	20241090	2024.08.07	한식
12244	(주)클리어옵틱체인	클리어안경(CLEAR OPTIC)	조석한	20231317	2023.09.11	안경
12243	(주)이엔지스토리	남포동 직화 쭈꾸미	이병진	20201293	2020.10.05	한식
12242	(주)일공공코리아	메밀당막국수	마상준	20210673	2021.03.10	한식
12241	(주)일공공코리아	일공공샤브&편백찜	마상준	20180428	2018.05.03	기타 외국식
12240	(주)박재활운동센터	박재활 운동센터	박재현	20241125	2024.08.14	기타 서비스
12239	다림푸드(주)	한끼한죽	양원석	20190978	2019.09.23	한식
12238	(주)일산푸드	일산닭칼국수	이두용	20240542	2024.04.12	한식
12237	(주)괴짜푸드컴퍼니	블랙국밥	유호상	20210202	2021.01.25	한식
12236	(주)괴짜푸드컴퍼니	정통대패김치구이	유호상	20214601	2021.11.08	한식
12235	(주)괴짜푸드컴퍼니	치밥대장숯불양념92치킨	유호상	20210097	2021.01.14	치킨
12234	(주)괴짜푸드컴퍼니	토핑폭탄김치찜&김치찌개	유호상	20230460	2023.03.24	한식
12233	(주)바탕	스테이키 앳 애니타임	박종호	20215681	2021.11.17	기타 외식
12232	(주)바탕	경성함바그	박종호	20150358	2015.04.20	기타 외식
12231	김포족발	전순남할매족발	김현숙	20221459	2022.12.28	한식
12230	(주)세기에프앤에스	킹덤버거	권태진	20213729	2021.11.02	패스트푸드
12229	㈜엘와이에스씨	폼드팡(POMMEDE PIN)	이수형	20215779	2021.11.18	제과제빵
12228	(주)케이뷰티원	채에스테틱	이지영	20161079	2016.10.20	이미용
12227	씨앰비즈(주)	달다곰이	서홍렬	20213095	2021.10.22	음료 (커피 외)
12226	(주)잇띵	장궁순대국	조현주	20212049	2021.09.03	한식
12225	(주)지씨홀딩스	샤브담	박도용	20180141	2018.02.14	한식
12224	농부꼬마김밥본점	농부꼬마김밥	고원철	20250024	2025.01.07	분식
12223	(주)그레이핍플	그레이핍플커피	이상화	20214092	2021.11.04	커피
12222	큐에프컴퍼니(주)	ANADEN(아나덴)	김봉우	20181228	2018.11.29	기타 서비스
12221	지엔케이카페	당빙뗑	성기현	20250021	2025.01.07	커피
12220	(주)한솔교육	한솔노피곰	변두성	20240290	2024.02.23	기타 교육
12219	(주)메이크어딜리버리	메이크어딜리버리	진희태, 진승훈	20200174	2020.02.06	기타 외식
12218	(주)랜돌프	마스타 하이볼	이문희	20240144	2024.01.26	주점
12217	꽃돼지삼겹	싹쓰리무한대패	심정희	20250020	2025.01.07	한식
12216	사이언스랩	사이언스랩과학학원	이은아	20250023	2025.01.07	기타 교육
12215	(주)저스트컴퍼니	와우토핑김치찜	김범준	20200169	2020.02.05	한식
12214	(주)대패마?	대패마?	이재욱,김선언	20231410	2023.09.27	한식
12213	(주)쿠시인	쿠시인	정세진	20241439	2024.10.24	주점
12212	(주)고기엔	고기를 디자인하다	이현정	20214496	2021.11.10	기타 외식
12211	(주)에이치제이와이홀딩스	어메이징피자	황정언	20241337	2024.09.27	피자
12210	(주)바름에프엔비	슬럿커피	김민경	20211283	2021.06.01	커피
12209	더히얼컴퍼니	과일담은 요거트 맛집 요맛	이한얼	20220261	2022.03.31	아이스크림/빙수
12208	(주)위캔딧	순리대로	소용덕	20214724	2021.11.11	한식
12207	(주)엠브이다이닝	번패티번	김성환	20171473	2017.12.11	기타 외국식
12206	(주)마치마치코리아	마치마치	김명상	20190971	2019.09.20	음료 (커피 외)
12205	(주)파리크라상	파리바게뜨	황재복	20080200064	2008.07.29	제과제빵
12204	(주)에스에이치오이사	우규	김시현, 홍성현	20214454	2021.11.09	일식
12203	(주)수혁	뉴욕버거	송명섭	20130100180	2013.03.06	패스트푸드
12202	(주)맛쎈푸드	김복남맥주	김수진	20181008	2018.10.04	주점
12201	육회천지	육회천지	박희준	20210830	2021.03.23	한식
12200	(주)조앤이푸드	조가네갑오징어	조현기	20140565	2014.07.11	한식
12199	도원	신도원중식뷔페	최동훈	20230527	2023.04.11	중식
12198	(주)영산푸드	야한곱창	강문영	20240968	2024.07.12	한식
12197	금상수상쉐프의맛좋은족발	금상족발	김선욱	20212800	2021.10.15	한식
12196	화성옥	화성옥	고상옥	20170585	2017.05.12	한식
12195	(주)멀티푸드시스템	Port' Albs 피자굼터	곽성호	20080100250	2008.08.11	피자
12194	(주)나도람에프씨	낙원할머니뼛칼	엄태운	20200874	2020.07.15	한식
12193	바른에프씨	오리엔탈익스프레스	김덕주	20213218	2021.10.26	주점
12192	바른에프씨	식사만사	김덕주	20213217	2021.10.26	한식
12191	바른에프씨	갈비대장	김덕주	20213216	2021.10.26	한식
12190	야미케이크	야미케이크 (YAMMY CAKE)	이애리	20231484	2023.10.12	제과제빵
12189	피비홈푸드중평떡볶이(주)	중평떡볶이	백규현, 백규한, 임영임	20200436	2020.03.27	분식
12188	버거비앤비	버거 비앤비	유재완	20221444	2022.12.27	패스트푸드
12187	신치	신치	오지석	20210636	2021.03.05	한식
12186	화담에프엔비(주)	판교집	송영근	20240134	2024.01.24	한식
12185	(주)협컴퍼니	대게좋은집	이상협	20230667	2023.05.11	한식
12184	원앤원(주)	원할머니	박천희	20080500019	2008.07.25	한식
12183	엘애프케이(주)	리앙크리스피롤	박지윤	20220879	2022.08.26	패스트푸드
12182	마니달오	마니달오	이기엽	20214309	2021.11.08	기타 외식
12181	김치찜에진심	김치찜에 진심	최우혁	20220531	2022.06.15	한식
12180	(주)제이앤피몽뜨레	몽뜨레셰프 인더키친 패밀리레스토랑	호영란	20150421	2015.05.26	기타 외식
12179	(주)제이앤피몽뜨레	몽뜨레셰프	호영란	20160976	2016.09.27	기타 외식
12178	현대옥프랜차이즈	현대옥	현성국	20090400025	2009.07.24	한식
12177	나피자(NAPIZZA)	나피자	김민권 외 1	20213993	2021.11.03	피자
12176	(주)쿠우쿠우	쿠우쿠우	김동현	20130184	2013.09.04	일식
12175	콩앤코컴퍼니	모해정	부혜진	20241544	2024.11.18	한식
12174	더조각(주)	스페이스뷰티(SPACE BEAUTY)	이승아	20241552	2024.11.19	이미용
12173	(주)마음을담다	마음한줄김밥집	조필선	20220387	2022.05.10	한식
12172	엘애프케이(주)	리앙키친	박지윤	20250022	2025.01.06	기타 외국식
12171	(주)크롬스푼	샤브테이	이주호	20221473	2022.12.30	한식
12170	㈜론픽	리앤핏	백준영	20230600	2023.04.25	스포츠 관련
12169	태경청진동해장국	태경청진동해장국	김상용	20250018	2025.01.06	한식
12168	우츄진	우츄진	김홍수	20250017	2025.01.06	일식
12167	숯숯	숯숯	윤여진	20250019	2025.01.06	기타 외식
12166	시그니처메이커스	꾸석지	김태훈	20212569	2021.10.12	한식
12165	로드다이닝(주)	일타제육	김정호	20180508	2018.05.24	한식
12164	로드다이닝(주)	김충기꽃삼겹	김정호	20180074	2018.01.26	한식
12163	비알코리아(주)	배스킨라빈스	도세호	20080500015	2008.07.25	아이스크림/빙수
12162	비알코리아(주)	던킨/던킨도너츠	도세호	20080500016	2008.07.25	제과제빵
12161	(주)베어하우스	우스블랑	정경민	20240347	2024.03.06	제과제빵
12160	(주)베어하우스	아워우스(ourours)	정경민	20240346	2024.03.06	제과제빵
12159	(주)딱좋은푸드	딱돼지돼지갈비후라이드	이정민	20250015	2025.01.06	한식
12158	(주)쿠우쿠우	쿠우쿠우 블루레일	김동현	20240655	2024.05.10	일식
12157	(주)에이치스페이스	하우스터디스터디카페	홍승환	20190115	2019.02.01	기타 서비스
12156	(주)에이치스페이스	하우스터디	홍승환	20170668	2017.06.02	기타 서비스
12155	(주)지민	천씨씨커피	이성규	20200638	2020.05.26	커피
12154	명태본가	명태본가	안순정	20240099	2024.01.17	한식
12153	경원0427	경원해물찜0427	김경희	20200597	2020.05.14	한식
12152	(주)고운빛깔에스테틱창원점	고운빛깔 에스테틱	김지영	20240894	2024.06.27	이미용
12151	(주)혼	온담	이해성	20221327	2022.12.06	한식
12150	깡푸드	깡우동	김채원	20191162	2019.11.08	기타 외식
12149	곱마담	곱마담	문철	20221311	2022.11.30	한식
12148	㈜샤브뜰	샤브뜰	이동원	20231853	2023.12.19	기타 외식
12147	(주)빅바이트컴퍼니	잠바주스	이광	20140964	2014.10.08	음료 (커피 외)
12146	메이드라인	메이드라인 다이어트	김수미	20220340	2022.04.26	이미용
12145	진리에프엔비	진리국밥	박형동	20221389	2022.12.15	한식
12144	진리에프엔비	한돈제육대감	박형동	20211521	2021.07.06	한식
12143	진리에프엔비	진리옥	박형동	20211522	2021.07.06	한식
12142	(주)에이티컴퍼니	맨도롱국수	이상문	20190632	2019.07.04	한식
12141	(주)에이티컴퍼니	탄탄면공방	이상문	20180580	2018.06.19	분식
12140	(주)신근식푸드	냅다청양집	신근식	20200695	2020.06.08	한식
12139	(주)신근식푸드	김순덕원조부안집	신근식	20191062	2019.10.18	한식
12138	(주)마스터아이디	쪼쪼찜닭	성용경	20214686	2021.11.12	한식
12137	(주)마스터아이디	최춘배닭도리탕	성용경	20214687	2021.11.12	한식
12136	(주)마스터아이디	국제시장 돼지국밥	성용경	20201793	2020.12.16	한식
12135	㈜로그	산더미 해물칼국수 & 무쇠삼겹	성종해	20214177	2021.11.05	한식
12134	제이엠씨에프앤비	파닭참잘하는집	권재옥	20240965	2024.07.11	치킨
12133	(주)펫그라운드	견생냥품	심정희	20210496	2021.02.23	기타도소매
12132	아우딜리버리	볶음밥잇츄	고준철	20221308	2022.11.30	한식
12131	(주)에프에프라이프	미반미역국정찬	김성준	20241037	2024.07.29	한식
12130	유한회사아리랑	아리랑 명품 추어탕	구철호	20240972	2024.07.12	한식
12129	(주)브로스고	투고샐러드 (TOGOSALAD)	박대우, 박영우	20161076	2016.12.01	기타 외식
12128	닥터부스터(Dr.BOOSTER)닥터부스터(Dr.BOOSTER)동탄본점	닥터부스터 태닝	서화선	20220133	2022.02.17	이미용
12127	(주)고향	고향밀면	이현주	20231297	2023.09.06	한식
12126	(주)엘엠에스에프앤비	마포고깃간	강계성	20213799	2021.11.02	한식
12125	(주)더만듦	더코드	이성훈, 김성웅	20160880	2016.09.08	기타 서비스
12124	(주)케이비에프엔비	BnB치킨&떡볶이	호영란	20200816	2020.07.03	기타 외식
12123	(주)제이엔피몽뜨레	누들보쌈배달만족	호영란	20200430	2020.03.26	한식
12122	(주)폴인키친	혼밥에빠진날	이재숙	20231912	2023.12.28	한식
12121	(주)만소당	만소당	구설아	20240402	2024.03.14	일식
12120	계진상	계진상	공동원	20212116	2021.09.09	한식
12119	성희포차	성희포차	윤성희	20231403	2023.09.25	주점
12118	슬럼덩크	슬럼덩크	조성현	20231170	2023.08.18	패스트푸드
12117	만나꼬마김밥	만나꼬마김밥	백은경	20230369	2023.03.08	분식
12116	춘향이가만든전	춘향이가 만든전	정경모	20201778	2020.12.15	한식
12115	제이디푸드	소바샵	이주연	20214710	2021.11.12	일식
12114	(주)금표에프앤씨	스타곱스	정영탁	20190193	2019.03.07	기타도소매
12113	(주)금표에프앤씨	황진이순대국	정영탁	20190192	2019.03.07	기타도소매
12112	(주)금표에프앤씨	은하철도 곱곱곱	정영탁	20151023	2015.10.26	기타 외식
12111	(주)이룸	이룸골프	전민식	20171002	2017.08.24	스포츠 관련
12110	로빈스프렌즈(주)	샌드로4가	구자환	20212412	2021.10.07	제과제빵
12109	산골푸드	닭사장	신민경	20240245	2021.10.07	치킨
12108	(주)해오름에프에스	또와유 명태간장조림	김현진	20110100567	2011.11.29	한식
12107	(주)감동식혜	감동식혜	김상권	20215843	2021.12.02	음료 (커피 외)
12106	(주)랍스터바	랍스터바	이승규	20215685	2021.11.16	서양식
12105	(주)파리크라상	파스쿠찌	김성한	20090100251	2009.05.27	커피
12104	(주)본투랩	빌리언박스	전승훈, 박근준	20211587	2021.07.15	패스트푸드
